"","CityCode","State","City","PopExpo","PopPrem","PopClaimRob","PopClaimColl","PopClaimFire","PopClaimOther","LuxExpo","LuxPrem","LuxClaimRob","LuxClaimColl","LuxClaimFire","LuxClaimOther","HDIcity00","CityDens10","StateAb"
"351535",351535,"Sao Paulo","Euclides Da Cunha Paulista",5.83,4565.62,0,1,0,1,0.86,627.86,0,0,0,0,0.73,6549,"SP"
"351540",351540,"Sao Paulo","Fartura",46.29,31793.32,0,6,0,2,7.04,6796.41,0,2,0,0,0.77,11264,"SP"
"351560",351560,"Sao Paulo","Fernando Prestes",23.29,10492.33,0,5,0,0,0.67,583.13,0,0,0,0,0.77,4326,"SP"
"351550",351550,"Sao Paulo","Fernandopolis",158.06,100660.36,0,10,0,5,35.03,39364.24,0,5,0,0,0.83,50366,"SP"
"351565",351565,"Sao Paulo","Fernao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,1165,"SP"
"351570",351570,"Sao Paulo","Ferraz De Vasconcelos",207.22,206267.75,3,14,0,25,16.6,34077.88,0,2,0,2,0.77,115925,"SP"
"351580",351580,"Sao Paulo","Flora Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,1306,"SP"
"351590",351590,"Sao Paulo","Floreal",7.76,4256.28,0,0,0,0,4.84,5682.9,0,0,0,0,0.8,2416,"SP"
"351600",351600,"Sao Paulo","Florida Paulista",7.48,4594.2,0,0,0,0,2.83,2881.5,0,0,0,0,0.76,9872,"SP"
"351610",351610,"Sao Paulo","Florinia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2065,"SP"
"351620",351620,"Sao Paulo","Franca",796.08,465626.15,2,148,0,23,92.54,110085.03,0,11,0,3,0.82,233480,"SP"
"351630",351630,"Sao Paulo","Francisco Morato",2902.99,3367092.5,43,198,0,627,272.56,508212.73,2,34,0,66,0.73,102821,"SP"
"351640",351640,"Sao Paulo","Franco Da Rocha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,94366,"SP"
"351650",351650,"Sao Paulo","Gabriel Monteiro",8.27,5335.27,0,1,0,0,0.5,385.83,0,0,0,0,0.76,2147,"SP"
"351660",351660,"Sao Paulo","Galia",10.47,5980.74,0,0,0,1,1.59,3171.06,0,0,0,0,0.74,5221,"SP"
"351670",351670,"Sao Paulo","Garca",108.06,61540.98,0,19,0,6,22.6,23339.57,0,2,0,2,0.78,32113,"SP"
"351680",351680,"Sao Paulo","Gastao Vidigal",3.49,2249.22,0,0,0,0,0.51,494.67,0,0,0,0,0.76,3257,"SP"
"351685",351685,"Sao Paulo","Gaviao Peixoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,3173,"SP"
"351690",351690,"Sao Paulo","General Salgado",17.06,11451.53,0,1,0,0,3.75,4366.87,0,1,0,0,0.76,8195,"SP"
"351700",351700,"Sao Paulo","Getulina",9.47,5990.92,0,0,0,1,3.55,3553.54,0,0,0,0,0.77,8175,"SP"
"351710",351710,"Sao Paulo","Glicerio",5.29,3589.3,0,0,0,0,0.5,687.23,0,0,0,0,0.76,3320,"SP"
"351720",351720,"Sao Paulo","Guaicara",11.08,6345.18,0,4,0,1,1.66,2125.8,0,0,0,0,0.77,7777,"SP"
"351730",351730,"Sao Paulo","Guaimbe",4.89,3465.9,0,1,0,0,0.89,1354.17,0,0,0,0,0.75,3897,"SP"
"351740",351740,"Sao Paulo","Guaira",81.87,44258.86,0,11,0,3,14.62,15746.34,0,2,0,0,0.82,27920,"SP"
"351750",351750,"Sao Paulo","Guapiacu",27.76,15509.62,1,2,0,0,6.61,6819.08,0,0,0,0,0.81,13838,"SP"
"351760",351760,"Sao Paulo","Guapiara",11.35,8474.56,0,1,0,0,0.24,371.74,0,0,0,0,0.7,12058,"SP"
"351770",351770,"Sao Paulo","Guara",28.97,18780.1,0,5,0,0,3.47,3570.05,0,0,0,0,0.75,13894,"SP"
"351780",351780,"Sao Paulo","Guaracai",10.38,5804.22,0,2,0,0,1.01,1013.05,0,0,0,0,0.77,6458,"SP"
"351790",351790,"Sao Paulo","Guaraci",12.85,7574.56,0,0,0,1,1.79,2254.94,0,0,0,0,0.75,7304,"SP"
"351800",351800,"Sao Paulo","Guarani D'oeste",16.7,12033.07,0,2,0,0,1.13,2005.18,0,0,0,0,0.75,1483,"SP"
"351810",351810,"Sao Paulo","Guaranta",6.81,5283.78,0,0,0,0,1.26,2179.38,0,0,0,0,0.72,4493,"SP"
"351820",351820,"Sao Paulo","Guararapes",36.78,24078.16,0,1,0,1,12.7,13815.87,0,1,0,0,0.8,23302,"SP"
"351830",351830,"Sao Paulo","Guararema",82.57,72449.18,0,4,0,17,10.99,17661.56,0,0,0,1,0.79,18729,"SP"
"351840",351840,"Sao Paulo","Guaratingueta",376.42,286703.44,3,26,1,84,64.65,86255.28,0,8,0,26,0.81,84335,"SP"
"351850",351850,"Sao Paulo","Guarei",23.86,14951.1,0,4,2,1,3.58,4944.84,0,0,0,0,0.74,11430,"SP"
"351860",351860,"Sao Paulo","Guariba",43.39,31465.52,0,5,0,1,11.95,12608.54,0,0,0,0,0.75,25452,"SP"
"351870",351870,"Sao Paulo","Guaruja",601.26,558932.5,5,45,0,131,66.22,96583.53,0,8,0,8,0.78,205534,"SP"
"351880",351880,"Sao Paulo","Guarulhos",2644.46,2759019.31,40,234,1,746,395.03,691472.43,5,28,0,124,0.79,867889,"SP"
"351885",351885,"Sao Paulo","Guatapara",5.5,4286.48,0,0,0,1,1.65,1743.24,0,1,0,0,0.77,4918,"SP"
"351890",351890,"Sao Paulo","Guzolandia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,3473,"SP"
"351900",351900,"Sao Paulo","Herculandia",13.26,7108.23,0,3,0,0,1.33,1243.63,0,0,0,1,0.73,6316,"SP"
"351905",351905,"Sao Paulo","Holambra",71.6,58330.32,1,7,0,0,7.71,10249.11,0,0,0,0,0.82,8474,"SP"
"351907",351907,"Sao Paulo","Hortolandia",365.97,419887.95,7,22,0,18,22.82,42868.25,2,0,0,10,0.79,139188,"SP"
"351910",351910,"Sao Paulo","Iacanga",22.47,17518.69,0,4,0,3,2.05,2936.18,0,0,0,0,0.77,7565,"SP"
"351920",351920,"Sao Paulo","Iacri",10.47,6497.02,0,0,0,1,1.62,1984.64,0,0,0,0,0.77,4790,"SP"
"351925",351925,"Sao Paulo","Iaras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,4872,"SP"
"351930",351930,"Sao Paulo","Ibate",37.69,22735.44,0,1,0,0,3.18,3371.26,0,0,0,0,0.79,22008,"SP"
"351940",351940,"Sao Paulo","Ibira",18.08,10140.68,0,5,0,0,3.58,4769.17,0,0,0,0,0.8,8459,"SP"
"351950",351950,"Sao Paulo","Ibirarema",9.53,5433.36,0,3,0,0,1,1220.99,0,0,0,0,0.77,4886,"SP"
"351960",351960,"Sao Paulo","Ibitinga",116.07,76834.3,0,10,0,2,28.26,33241.59,0,4,0,2,0.78,40513,"SP"
"351970",351970,"Sao Paulo","Ibiuna",179.17,138922.5,3,19,0,13,15.63,20350.82,0,1,0,0,0.74,50048,"SP"
"351980",351980,"Sao Paulo","Icem",13.19,10215.34,0,1,0,0,2.44,3028.9,0,1,0,0,0.76,5487,"SP"
"351990",351990,"Sao Paulo","Iepe",19.91,10714.57,0,2,0,0,0.58,454.2,0,0,0,0,0.75,5624,"SP"
"352000",352000,"Sao Paulo","Igaracu Do Tiete",25.46,16462.69,0,3,0,0,5.43,5288.26,0,0,0,0,0.77,17115,"SP"
"352010",352010,"Sao Paulo","Igarapava",58.41,37357.94,0,8,0,0,6.9,8461.79,0,1,0,0,0.79,20946,"SP"
"352020",352020,"Sao Paulo","Igarata",39.76,31719.53,0,1,0,3,2.34,5681.86,0,0,0,1,0.76,6298,"SP"
"352030",352030,"Sao Paulo","Iguape",41.71,30377.97,0,1,0,8,3.85,4311.29,0,0,0,1,0.75,20228,"SP"
"352042",352042,"Sao Paulo","Ilha Comprida",29.33,22671.17,0,2,0,5,0.57,817.13,0,0,0,0,0.8,6598,"SP"
"352044",352044,"Sao Paulo","Ilha Solteira",36.67,25282.94,0,11,0,7,16.54,19233.55,0,0,0,1,0.85,19221,"SP"
"352040",352040,"Sao Paulo","Ilhabela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,20303,"SP"
"352050",352050,"Sao Paulo","Indaiatuba",789.78,733815.85,8,65,0,62,153.3,264896.7,1,14,0,13,0.82,152476,"SP"
"352060",352060,"Sao Paulo","Indiana",11.24,7665.2,0,1,0,0,1.74,2883.21,0,0,0,0,0.78,3645,"SP"
"352070",352070,"Sao Paulo","Indiapora",3.33,1783.18,0,1,0,0,0.1,48.23,0,0,0,0,0.77,3070,"SP"
"352080",352080,"Sao Paulo","Inubia Paulista",2.78,1467.85,0,0,0,0,1.36,1834.52,0,0,0,0,0.78,2727,"SP"
"352090",352090,"Sao Paulo","Ipaussu",17.97,9662.95,0,1,0,0,2.59,3171.66,0,0,0,0,0.79,9810,"SP"
"352100",352100,"Sao Paulo","Ipero",38.02,28861.7,0,1,0,3,3.41,4043.24,0,0,0,0,0.77,20510,"SP"
"352110",352110,"Sao Paulo","Ipeuna",9.71,7417.71,0,0,0,0,2.74,4062.87,0,0,0,0,0.78,4314,"SP"
"352115",352115,"Sao Paulo","Ipigua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,3412,"SP"
"352120",352120,"Sao Paulo","Iporanga",2.75,1783.84,0,0,0,0,0.06,161.11,0,0,0,0,0.69,2791,"SP"
"352130",352130,"Sao Paulo","Ipua",22.05,13489.59,0,3,0,1,1.78,2017.79,0,0,0,1,0.78,10205,"SP"
"352140",352140,"Sao Paulo","Iracemapolis",49.02,36731.95,1,6,0,2,8.71,11028.88,0,2,0,0,0.82,15172,"SP"
"352150",352150,"Sao Paulo","Irapua",6.41,3348.48,0,1,0,0,0.3,395.08,0,0,0,0,0.76,5500,"SP"
"352160",352160,"Sao Paulo","Irapuru",6.97,4140.64,0,0,0,0,3,2996.29,0,0,0,0,0.76,6230,"SP"
"352170",352170,"Sao Paulo","Itabera",21.13,13492.22,0,1,0,0,0.74,1427.22,0,0,0,0,0.73,12463,"SP"
"352180",352180,"Sao Paulo","Itai",32.39,22807.99,0,3,0,0,5.7,6790.45,0,0,0,0,0.72,17412,"SP"
"352190",352190,"Sao Paulo","Itajobi",29.56,16554.38,0,3,0,0,3.21,3028.32,0,0,0,0,0.79,11423,"SP"
"352200",352200,"Sao Paulo","Itaju",8.19,5424.77,0,0,0,0,0.69,527.12,0,0,0,0,0.8,2398,"SP"
"352210",352210,"Sao Paulo","Itanhaem",281.66,217603.54,1,17,1,66,20.67,26445.09,0,4,0,5,0.77,61923,"SP"
"352215",352215,"Sao Paulo","Itaoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,2174,"SP"
"352220",352220,"Sao Paulo","Itapecerica Da Serra",281.02,290125.36,5,19,0,46,24.26,44213.97,1,5,0,2,0.78,106177,"SP"
"352230",352230,"Sao Paulo","Itapetininga",410.72,274603.78,0,47,0,27,64.17,76511.56,0,7,0,0,0.78,104009,"SP"
"352240",352240,"Sao Paulo","Itapeva",133.72,80341.95,0,21,0,0,27.82,36972.94,0,5,0,0,0.74,60355,"SP"
"352250",352250,"Sao Paulo","Itapevi",259.8,243131.55,5,35,0,61,23.88,42172.6,0,1,0,4,0.75,135693,"SP"
"352260",352260,"Sao Paulo","Itapira",212.69,152268.48,1,9,0,6,39.34,52431.58,0,2,0,0,0.79,52790,"SP"
"352265",352265,"Sao Paulo","Itapirapua Paulista",1,747.19,0,0,0,0,0.5,718.37,0,0,0,0,0.64,2438,"SP"
"352270",352270,"Sao Paulo","Itapolis",111.25,52506.29,0,9,0,0,19.74,26866.91,0,0,0,0,0.78,30639,"SP"
"352280",352280,"Sao Paulo","Itaporanga",12.48,7244.62,0,1,0,0,3.73,4639.32,0,0,0,0,0.7,10369,"SP"
"352290",352290,"Sao Paulo","Itapui",19.64,12410.72,0,3,0,1,2.03,2305.96,0,0,0,0,0.77,8926,"SP"
"352300",352300,"Sao Paulo","Itapura",1.99,1093.4,0,0,0,0,1.65,1783.48,0,0,0,0,0.73,3163,"SP"
"352310",352310,"Sao Paulo","Itaquaquecetuba",405.03,382966.87,11,33,0,90,25.22,45429.38,0,4,0,2,0.74,215426,"SP"
"352320",352320,"Sao Paulo","Itarare",76.19,48547.6,0,3,2,1,5.58,7052.27,0,0,0,1,0.73,33308,"SP"
"352330",352330,"Sao Paulo","Itariri",28.39,21683.12,0,3,0,4,1.48,1948.15,0,0,0,0,0.75,10109,"SP"
"352340",352340,"Sao Paulo","Itatiba",426.99,374681.16,6,28,0,36,83,123708.72,0,4,0,11,0.82,76952,"SP"
"352350",352350,"Sao Paulo","Itatinga",30.82,19874.76,0,0,0,0,1.75,1951.46,0,0,0,0,0.75,12471,"SP"
"352360",352360,"Sao Paulo","Itirapina",18.66,11146.75,0,0,0,0,8.03,8319.76,0,0,0,0,0.78,12064,"SP"
"352370",352370,"Sao Paulo","Itirapua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,4112,"SP"
"352380",352380,"Sao Paulo","Itobi",16.14,10600.48,0,0,0,0,2.82,3188.34,0,1,0,0,0.78,5577,"SP"
"352390",352390,"Sao Paulo","Itu",658.12,499921.61,8,51,0,23,102.11,146579.3,0,10,0,2,0.81,113629,"SP"
"352400",352400,"Sao Paulo","Itupeva",223.78,210185.58,2,13,0,25,22.08,33853.24,0,2,0,2,0.8,32898,"SP"
"352410",352410,"Sao Paulo","Ituverava",93.99,56818.92,0,11,0,7,23.7,24982.59,0,3,0,0,0.78,29076,"SP"
"352420",352420,"Sao Paulo","Jaborandi",5.38,3201.19,0,0,0,0,0.19,273.33,0,0,0,0,0.76,4909,"SP"
"352430",352430,"Sao Paulo","Jaboticabal",255.32,141014.9,0,28,0,15,65.8,76351,0,11,0,1,0.81,54361,"SP"
"352440",352440,"Sao Paulo","Jacarei",689.8,537816.17,9,49,0,75,115.18,164216.61,0,2,0,7,0.8,155195,"SP"
"352450",352450,"Sao Paulo","Jaci",5.31,3628.83,0,1,0,0,1.18,1473.48,0,0,0,0,0.78,4292,"SP"
"352460",352460,"Sao Paulo","Jacupiranga",32.45,22589.5,0,2,0,1,2.88,3374.4,0,0,0,0,0.76,11653,"SP"
"352470",352470,"Sao Paulo","Jaguariuna",206.7,184293.23,1,15,0,6,26.59,44187.9,0,6,0,3,0.82,33602,"SP"
"352480",352480,"Sao Paulo","Jales",82.6,56029.85,0,12,0,2,29.9,35460.67,0,5,0,1,0.8,36505,"SP"
"352490",352490,"Sao Paulo","Jambeiro",9.46,8662.24,0,0,0,1,1.81,3903.82,1,0,0,0,0.77,3913,"SP"
"352500",352500,"Sao Paulo","Jandira",170.63,165549.29,3,16,0,32,32.91,55624.97,0,3,0,3,0.8,76182,"SP"
"352510",352510,"Sao Paulo","Jardinopolis",102.24,74763.02,0,11,0,1,11.32,12682.43,0,0,0,0,0.8,27195,"SP"
"352520",352520,"Sao Paulo","Jarinu",57.32,55794.97,0,9,0,16,7.36,10003.84,0,0,0,1,0.75,17371,"SP"
"352530",352530,"Sao Paulo","Jau",348.92,230266.53,0,34,0,2,120.03,139909.19,1,18,0,2,0.81,99640,"SP"
"352540",352540,"Sao Paulo","Jeriquara",3.31,3320.8,0,1,0,0,0.5,622.59,0,0,0,0,0.74,2177,"SP"
"352550",352550,"Sao Paulo","Joanopolis",20.61,16029.09,0,1,0,3,1.13,2408.45,0,0,0,0,0.76,8903,"SP"
"352560",352560,"Sao Paulo","Joao Ramalho",6.24,3203.32,0,0,0,0,1,955.69,0,0,0,0,0.77,2943,"SP"
"352570",352570,"Sao Paulo","Jose Bonifacio",60.71,37378.64,0,6,0,1,8.36,9958.99,0,1,0,1,0.81,24718,"SP"
"352580",352580,"Sao Paulo","Julio Mesquita",4.75,3044.79,0,1,0,2,0.99,857.46,0,0,0,0,0.75,3132,"SP"
"352585",352585,"Sao Paulo","Jumirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,2085,"SP"
"352590",352590,"Sao Paulo","Jundiai",1744.35,1728507.78,20,108,0,123,401.63,645164,4,18,0,48,0.85,286273,"SP"
"352600",352600,"Sao Paulo","Junqueiropolis",14.96,8806.25,0,1,0,0,4.72,6810.87,0,0,0,0,0.76,14652,"SP"
"352610",352610,"Sao Paulo","Juquia",44.57,28751.58,0,5,0,3,5.46,7694.16,0,0,0,1,0.74,12860,"SP"
"352620",352620,"Sao Paulo","Juquitiba",47.15,41376.02,1,3,0,10,4.51,7491.54,0,2,0,2,0.75,19487,"SP"
"352630",352630,"Sao Paulo","Lagoinha",13.74,10197.49,0,1,0,1,0.02,23.32,0,0,0,0,0.75,3552,"SP"
"352640",352640,"Sao Paulo","Laranjal Paulista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,18967,"SP"
"352650",352650,"Sao Paulo","Lavinia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,7760,"SP"
"352660",352660,"Sao Paulo","Lavrinhas",7.18,5198.46,0,0,0,3,0.5,442.89,0,0,0,0,0.76,4507,"SP"
"352670",352670,"Sao Paulo","Leme",202.9,114698.48,2,16,0,0,26.21,31268.6,0,2,0,6,0.79,66990,"SP"
"352680",352680,"Sao Paulo","Lencois Paulista",157.57,102373.31,0,20,0,5,38.25,39324.76,0,5,0,1,0.81,45115,"SP"
"352690",352690,"Sao Paulo","Limeira",861.66,666128.81,8,90,0,32,188.33,256729.55,3,15,0,17,0.81,207599,"SP"
"352700",352700,"Sao Paulo","Lindoia",17.76,11658.41,0,0,0,0,1.81,2116.32,0,0,0,0,0.82,5042,"SP"
"352710",352710,"Sao Paulo","Lins",190.91,122594.83,0,15,0,4,71.84,78908.59,0,9,0,6,0.82,54388,"SP"
"352720",352720,"Sao Paulo","Lorena",259.18,206724.8,1,23,0,32,42.43,52939.88,0,3,0,9,0.8,60554,"SP"
"352725",352725,"Sao Paulo","Lourdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,1649,"SP"
"352730",352730,"Sao Paulo","Louveira",149.41,126935.27,1,13,0,8,26.98,39298.79,0,1,0,3,0.8,27942,"SP"
"352740",352740,"Sao Paulo","Lucelia",35.69,20387.2,0,10,0,1,11.9,14687.08,0,1,0,0,0.78,15171,"SP"
"352750",352750,"Sao Paulo","Lucianopolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,1634,"SP"
"352760",352760,"Sao Paulo","Luis Antonio",26.7,18139.71,0,4,0,0,5.92,4052,0,0,0,0,0.79,7942,"SP"
"352770",352770,"Sao Paulo","Luiziania",6.09,4609.88,0,0,0,0,1.25,1514.81,0,1,0,0,0.76,3784,"SP"
"352780",352780,"Sao Paulo","Lupercio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,3118,"SP"
"352790",352790,"Sao Paulo","Lutecia",3.24,2124.46,0,2,0,3,1.01,1069.65,0,0,0,0,0.75,1979,"SP"
"352800",352800,"Sao Paulo","Macatuba",32.29,20527.87,0,6,0,0,9.4,10069.85,0,2,0,0,0.77,11680,"SP"
"352810",352810,"Sao Paulo","Macaubal",8.88,6234.12,0,0,0,0,2,2240.25,0,0,0,0,0.78,6015,"SP"
"352820",352820,"Sao Paulo","Macedonia",3.93,2319.55,0,0,0,0,0.5,898.88,0,0,0,0,0.75,2810,"SP"
"352830",352830,"Sao Paulo","Magda",11.04,7042.16,0,0,0,0,1,747.56,0,0,0,0,0.78,2498,"SP"
"352840",352840,"Sao Paulo","Mairinque",127.07,90631.38,1,10,0,12,10.05,18200.03,1,1,0,2,0.8,30736,"SP"
"352850",352850,"Sao Paulo","Mairipora",216,226038.45,1,17,0,41,48.25,77535.53,0,4,0,13,0.8,58664,"SP"
"352860",352860,"Sao Paulo","Manduri",18.4,11578.16,0,1,0,0,2.18,2322.89,0,1,0,0,0.77,6665,"SP"
"352870",352870,"Sao Paulo","Maraba Paulista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,3925,"SP"
"352880",352880,"Sao Paulo","Maracai",21.93,12903.13,0,1,0,4,4.03,4471.16,0,0,0,0,0.77,9857,"SP"
"352885",352885,"Sao Paulo","Marapoama",6.24,4179.92,0,0,0,0,1.2,2051.77,0,0,0,0,0.78,2051,"SP"
"352890",352890,"Sao Paulo","Mariapolis",5.3,3942.07,0,1,0,0,1,750.57,0,0,0,0,0.73,2969,"SP"
"352900",352900,"Sao Paulo","Marilia",690.61,423770.36,1,93,0,107,169.45,204864.47,0,16,0,32,0.82,164704,"SP"
"352910",352910,"Sao Paulo","Marinopolis",1.51,647.6,0,1,0,0,0.5,799.91,0,0,0,0,0.74,1578,"SP"
"352920",352920,"Sao Paulo","Martinopolis",32.79,18902.76,0,0,0,0,5.97,8952.17,0,3,0,0,0.75,18235,"SP"
"352930",352930,"Sao Paulo","Matao",168.9,104215.41,0,19,0,3,32.13,41701.31,0,7,0,2,0.8,58194,"SP"
"352940",352940,"Sao Paulo","Maua",688.22,753373.39,10,53,0,71,102.38,176963.24,1,3,0,4,0.78,302849,"SP"
"352950",352950,"Sao Paulo","Mendonca",9.49,5386.23,0,1,0,0,0.83,1088.56,0,0,0,0,0.77,3615,"SP"
"352960",352960,"Sao Paulo","Meridiano",4.21,2783.63,0,1,0,0,0.5,502.22,0,0,0,0,0.76,2945,"SP"
"352965",352965,"Sao Paulo","Mesopolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,1389,"SP"
"352970",352970,"Sao Paulo","Miguelopolis",22.28,15315.91,0,3,0,2,5.99,6877.4,0,3,0,0,0.79,14683,"SP"
"352980",352980,"Sao Paulo","Mineiros Do Tiete",13.01,9522.79,0,1,0,0,3.86,4699.68,0,1,0,0,0.78,8748,"SP"
"353000",353000,"Sao Paulo","Mira Estrela",4.25,2594.25,0,0,0,0,0.29,549.44,0,0,0,0,0.77,2157,"SP"
"352990",352990,"Sao Paulo","Miracatu",46.05,31035.6,0,6,0,2,2.73,3095.56,0,1,0,0,0.74,13403,"SP"
"353010",353010,"Sao Paulo","Mirandopolis",29.86,20204.05,1,3,0,0,9.61,11578.44,0,1,0,0,0.79,21843,"SP"
"353020",353020,"Sao Paulo","Mirante Do Paranapanema",12.54,7656.69,0,2,0,1,3.86,3710.8,0,1,0,0,0.73,12405,"SP"
"353030",353030,"Sao Paulo","Mirassol",115.68,79030.66,0,12,0,1,24.54,32033.37,0,2,0,0,0.82,41443,"SP"
"353040",353040,"Sao Paulo","Mirassolandia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,3241,"SP"
"353050",353050,"Sao Paulo","Mococa",236.44,153212.16,0,48,0,15,29.97,39099.41,0,2,0,0,0.8,49622,"SP"
"353060",353060,"Sao Paulo","Mogi Das Cruzes",1482.7,1076094.04,17,95,0,307,236.57,359413.47,1,17,0,61,0.8,278737,"SP"
"353070",353070,"Sao Paulo","Mogi Guacu",308.44,238351.13,0,23,0,9,52.61,72173.21,0,1,0,3,0.81,102866,"SP"
"353080",353080,"Sao Paulo","Moji Mirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,65694,"SP"
"353090",353090,"Sao Paulo","Mombuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2314,"SP"
"353100",353100,"Sao Paulo","Moncoes",1,347.39,0,0,0,0,0.06,57.18,0,0,0,0,0.77,1706,"SP"
"353110",353110,"Sao Paulo","Mongagua",125.38,98023.41,0,7,0,38,7.24,12263.05,1,1,0,5,0.78,33617,"SP"
"353120",353120,"Sao Paulo","Monte Alegre Do Sul",27.48,18220.72,0,1,0,0,3.69,2934.93,0,0,0,0,0.81,5498,"SP"
"353130",353130,"Sao Paulo","Monte Alto",135.95,84811.22,0,13,0,1,31.63,39475.97,0,5,0,0,0.81,36060,"SP"
"353140",353140,"Sao Paulo","Monte Aprazivel",47.25,27389.33,0,5,0,1,9.78,11394.56,0,1,0,0,0.8,17074,"SP"
"353150",353150,"Sao Paulo","Monte Azul Paulista",35.47,22998.92,0,11,0,0,6.07,5774.76,0,1,0,0,0.77,14186,"SP"
"353160",353160,"Sao Paulo","Monte Castelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,3122,"SP"
"353180",353180,"Sao Paulo","Monte Mor",86.38,85334.45,2,4,0,2,12.53,22757.46,0,0,0,0,0.78,35105,"SP"
"353170",353170,"Sao Paulo","Monteiro Lobato",8.56,6337.95,0,1,0,0,0.42,685.06,0,0,0,0,0.77,2973,"SP"
"353190",353190,"Sao Paulo","Morro Agudo",43.72,31026.91,0,9,0,0,13.97,21345.16,0,3,0,1,0.76,20813,"SP"
"353200",353200,"Sao Paulo","Morungaba",25.7,21389.86,0,1,0,3,2.32,2707.77,0,0,0,0,0.78,8663,"SP"
"353205",353205,"Sao Paulo","Motuca",2.79,2180.26,0,1,0,0,0.78,895.39,0,0,0,0,0.76,3135,"SP"
"353210",353210,"Sao Paulo","Murutinga Do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,3249,"SP"
"353215",353215,"Sao Paulo","Nantes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,1868,"SP"
"353220",353220,"Sao Paulo","Narandiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,3016,"SP"
"353230",353230,"Sao Paulo","Natividade Da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,4870,"SP"
"353240",353240,"Sao Paulo","Nazare Paulista",47,43241.99,0,1,0,10,1.93,3000.21,0,0,0,0,0.74,12091,"SP"
"353250",353250,"Sao Paulo","Neves Paulista",23.86,13060.23,0,6,0,0,0.73,785.08,0,0,0,0,0.8,7043,"SP"
"353260",353260,"Sao Paulo","Nhandeara",20.15,15643.12,0,1,0,0,8.03,8560.88,0,1,0,0,0.8,8597,"SP"
"353270",353270,"Sao Paulo","Nipoa",6.18,3703.54,0,2,0,0,0.33,318.13,0,0,0,0,0.77,3255,"SP"
"353280",353280,"Sao Paulo","Nova Alianca",10.03,5901.1,0,0,0,1,1,633.44,0,0,0,0,0.8,4507,"SP"
"353282",353282,"Sao Paulo","Nova Campina",3.12,2253.94,0,0,0,0,0.83,1023.38,0,0,0,0,0.7,5440,"SP"
"353284",353284,"Sao Paulo","Nova Canaa Paulista",1.73,1431.13,0,0,0,0,0.9,927.09,0,0,0,0,0.72,1643,"SP"
"353286",353286,"Sao Paulo","Nova Castilho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,845,"SP"
"353290",353290,"Sao Paulo","Nova Europa",7.56,4777.46,0,4,0,1,2.56,3108.41,0,0,0,0,0.79,6793,"SP"
"353300",353300,"Sao Paulo","Nova Granada",20.36,11696.17,0,2,0,0,3.53,4513.65,0,0,0,0,0.79,14472,"SP"
"353310",353310,"Sao Paulo","Nova Guataporanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,1670,"SP"
"353320",353320,"Sao Paulo","Nova Independencia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,2219,"SP"
"353330",353330,"Sao Paulo","Nova Luzitania",2.26,1387.19,0,1,0,0,0.5,405.2,0,0,0,0,0.74,2593,"SP"
